297,88,72,45,33,20,18,15,4,2,,,,
298,85,66,55,34,20,17,15,4,2,,,,
299,88,63,56,33,21,18,14,4,2,,,,
300,90,80,40,30,20,18,16,4,2,,,,
301,90,77,44,30,21,18,15,4,2,,,,
302,99,72,40,30,22,18,15,4,2,,,,
303,84,70,56,30,24,21,12,4,2,,,,
304,96,72,45,32,20,18,15,4,2,,,,
305,63,60,48,42,20,18,16,14,12,10,2,,
306,90,84,42,30,21,18,15,4,2,,,,
307,85,70,60,34,21,17,14,4,2,,,,
308,90,75,50,35,20,18,14,4,2,,,,
309,85,76,57,34,19,17,15,4,2,,,,
310,84,72,63,28,24,21,12,4,2,,,,
311,84,72,63,30,24,20,12,4,2,,,,
312,90,85,45,34,20,17,15,4,2,,,,
313,90,72,60,28,24,21,12,4,2,,,,
314,84,80,60,30,24,16,14,4,2,,,,
315,80,72,70,36,21,16,14,4,2,,,,
316,52,48,45,42,39,30,26,16,9,7,2,,
317,96,90,40,32,20,18,15,4,2,,,,
318,99,84,45,30,22,18,14,4,2,,,,
319,100,63,60,35,25,18,12,4,2,,,,
320,96,84,48,32,24,16,14,4,2,,,,
321,100,70,60,28,25,20,12,4,2,,,,
322,90,72,70,28,24,20,12,4,2,,,,
323,100,84,48,30,25,16,14,4,2,,,,
324,100,88,40,33,25,20,12,4,2,,,,
325,90,78,65,30,26,18,12,4,2,,,,
326,88,77,66,33,24,21,11,4,2,,,,
327,100,90,45,28,25,21,12,4,2,,,,
328,88,80,70,33,21,16,14,4,2,,,,
329,100,70,63,25,20,18,14,10,7,2,,,
330,99,72,66,33,24,18,12,4,2,,,,
331,70,66,55,48,21,18,16,14,12,9,2,,
332,96,80,60,32,30,16,12,4,2,,,,
333,60,56,45,42,40,30,28,14,9,7,2,,
334,100,90,54,27,25,20,12,4,2,,,,
335,75,70,50,48,21,18,16,14,12,9,2,,
336,99,84,63,30,22,20,12,4,2,,,,
337,72,48,45,42,40,36,20,16,9,7,2,,
338,100,84,63,30,25,18,12,4,2,,,,
339,99,90,60,30,22,20,12,4,2,,,,
340,63,60,45,42,40,35,24,12,10,7,2,,
341,100,90,60,30,25,18,12,4,2,,,,
342,80,70,60,40,21,18,16,14,12,9,2,,
343,75,50,45,42,40,35,24,14,9,7,2,,
344,84,66,55,48,20,18,16,14,12,9,2,,
345,84,77,48,44,21,18,16,14,12,9,2,,
346,80,48,45,42,40,35,24,14,9,7,2,,
347,100,80,72,36,25,16,12,4,2,,,,
348,80,72,63,42,20,18,16,14,12,9,2,,
349,80,72,54,48,27,24,20,18,4,2,,,
350,99,88,72,33,22,18,12,4,2,,,,
351,120,70,60,40,28,15,12,4,2,,,,
352,96,84,72,36,32,14,12,4,2,,,,
353,91,84,78,30,20,18,14,9,7,2,,,
354,100,84,70,42,25,15,12,4,2,,,,
355,95,84,76,38,30,14,12,4,2,,,,
356,72,66,63,55,35,24,20,15,4,2,,,
357,104,88,65,35,33,14,12,4,2,,,,
358,105,90,63,36,28,20,10,4,2,,,,
359,105,84,70,30,20,18,14,9,7,2,,,
360,75,72,63,50,35,24,20,15,4,2,,,
361,80,66,60,55,36,24,18,16,4,2,,,
362,112,80,70,30,20,18,14,9,7,2,,,
363,120,88,55,28,22,18,14,9,7,2,,,
364,120,90,54,40,27,15,12,4,2,,,,
365,72,70,63,60,35,24,21,14,4,2,,,
366,78,65,63,60,26,21,18,14,12,7,2,,
367,88,63,60,56,33,28,18,15,4,2,,,
368,84,66,63,55,45,42,7,4,2,,,,
369,96,63,56,54,32,27,21,14,4,2,,,
370,84,70,60,56,35,24,21,14,4,2,,,
371,90,66,60,55,45,42,7,4,2,,,,
372,84,75,63,50,45,42,7,4,2,,,,
373,84,75,63,50,28,20,18,14,12,7,2,,
374,105,91,78,36,30,18,10,4,2,,,,
375,90,75,60,50,45,42,7,4,2,,,,
376,78,76,65,57,35,26,19,14,4,2,,,
377,84,72,66,55,36,24,20,14,4,2,,,
378,110,96,72,36,32,15,11,4,2,,,,
379,90,70,63,56,36,24,20,14,4,2,,,
380,85,75,70,50,34,28,17,15,4,2,,,
381,84,75,72,50,36,24,20,14,4,2,,,
382,120,90,72,36,30,18,10,4,2,,,,
383,105,100,77,44,25,14,12,4,2,,,,
384,88,80,60,55,28,22,16,14,12,7,2,,
385,80,72,70,63,28,21,16,14,12,7,2,,
386,88,77,66,55,24,22,20,14,11,7,2,,
387,84,78,65,60,36,26,18,14,4,2,,,
388,105,99,84,28,22,20,12,9,7,2,,,
389,84,72,70,63,30,28,24,12,4,2,,,
390,84,80,70,56,28,21,16,14,12,7,2,,
391,90,80,66,55,40,20,18,16,4,2,,,
392,90,72,70,60,30,28,24,12,4,2,,,
393,99,72,66,55,40,22,18,15,4,2,,,
394,105,99,90,42,22,20,10,4,2,,,,
395,90,72,70,63,40,21,18,15,4,2,,,
396,100,75,70,50,30,28,25,12,4,2,,,
397,99,75,72,50,40,22,18,15,4,2,,,
398,102,85,60,51,28,20,17,14,12,7,2,,
399,96,78,65,60,32,26,24,12,4,2,,,
400,90,84,70,56,40,21,18,15,4,2,,,
401,100,84,63,54,30,27,25,12,4,2,,,
402,104,70,65,63,40,21,18,15,4,2,,,
403,90,77,70,66,28,20,18,14,11,7,2,,
404,100,90,60,54,30,27,25,12,4,2,,,
405,105,84,60,56,30,28,24,12,4,2,,,
406,84,80,72,70,36,28,16,14,4,2,,,
407,88,84,72,63,33,28,21,12,4,2,,,
408,102,84,68,54,36,27,17,14,4,2,,,
409,96,88,70,55,32,28,22,12,4,2,,,
410,90,88,72,60,33,28,21,12,4,2,,,
411,105,77,66,63,28,20,18,14,11,7,2,,
412,91,88,78,55,24,22,20,15,10,7,2,,
413,91,88,78,56,33,28,21,12,4,2,,,
414,99,88,72,55,28,20,18,14,11,7,2,,
415,88,80,77,70,28,22,16,14,11,7,2,,
416,99,90,66,60,33,30,20,12,4,2,,,
417,90,88,84,55,40,22,18,14,4,2,,,
418,96,90,72,60,32,30,20,12,4,2,,,
419,105,88,70,56,33,28,21,12,4,2,,,
420,110,90,66,54,33,27,22,12,4,2,,,
421,96,91,78,56,32,30,20,12,4,2,,,
422,104,88,78,52,33,28,21,12,4,2,,,
423,100,90,70,63,36,25,21,12,4,2,,,
424,99,91,78,56,36,24,22,12,4,2,,,
425,104,96,65,60,32,30,20,12,4,2,,,
426,90,84,80,72,40,24,16,14,4,2,,,
427,100,84,77,66,30,28,25,11,4,2,,,
428,104,99,65,60,36,24,22,12,4,2,,,
429,117,88,72,52,33,28,21,12,4,2,,,
430,104,96,78,52,32,30,20,12,4,2,,,
431,110,84,80,56,30,21,16,14,11,7,2,,
432,110,108,60,54,28,20,18,14,11,7,2,,
433,95,90,76,72,38,24,20,12,4,2,,,
434,117,99,66,52,33,28,21,12,4,2,,,
435,105,102,68,60,42,20,17,15,4,2,,,
436,78,76,65,60,57,28,26,21,19,4,2,,
437,105,91,78,63,28,20,18,15,10,7,2,,
438,76,72,70,63,57,30,24,21,19,4,2,,
439,80,77,66,60,56,30,18,16,14,11,9,2,
440,104,95,76,65,38,24,20,12,4,2,,,
441,110,88,78,65,33,26,24,11,4,2,,,
442,110,100,77,55,25,22,20,14,10,7,2,,
443,99,75,63,56,50,28,24,22,20,4,2,,
444,105,91,78,70,33,28,22,11,4,2,,,
445,105,102,70,68,28,21,17,15,10,7,2,,
446,112,84,80,70,33,28,22,11,4,2,,,
447,112,105,70,60,40,24,16,14,4,2,,,
448,99,91,80,78,24,22,20,16,9,7,2,,
449,105,90,84,70,28,21,18,14,10,7,2,,
450,84,78,65,63,60,30,26,20,18,4,2,,
451,100,75,66,55,50,36,25,20,18,4,2,,
452,100,75,63,60,50,35,25,20,18,4,2,,
453,96,75,66,55,50,35,32,24,14,4,2,,
454,100,75,66,55,50,28,25,20,14,12,7,2,
455,120,112,66,55,42,24,16,14,4,2,,,
456,100,75,66,55,50,35,30,25,14,4,2,,
457,115,112,69,60,42,23,16,14,4,2,,,
458,100,75,63,60,50,28,25,20,18,10,7,2,
459,120,112,75,50,42,24,16,14,4,2,,,
460,112,100,63,60,28,25,18,16,14,12,10,2,
461,120,112,75,50,28,24,18,16,9,7,2,,
462,112,66,63,60,55,30,21,18,16,12,7,2,
463,120,66,60,55,52,39,26,24,15,4,2,,
464,112,75,66,55,50,35,28,21,16,4,2,,
465,120,115,69,60,40,23,20,12,4,2,,,
466,112,75,63,60,50,30,21,18,16,12,7,2,
467,120,66,63,60,55,35,24,20,18,4,2,,
468,115,69,66,60,55,36,23,20,18,4,2,,
469,96,88,75,55,50,32,30,22,15,4,2,,
470,115,69,66,63,55,35,23,20,18,4,2,,
471,120,75,63,60,50,35,24,20,18,4,2,,
472,115,75,69,60,50,36,23,20,18,4,2,,
473,115,69,66,63,55,28,23,18,15,12,7,2,
474,115,75,69,63,50,35,23,20,18,4,2,,
475,120,112,88,55,42,22,16,14,4,2,,,
476,100,88,75,55,50,40,25,22,15,4,2,,
477,120,112,88,55,28,22,18,16,9,7,2,,
478,115,69,66,60,55,48,23,20,16,4,2,,
479,120,100,96,60,32,30,25,10,4,2,,,
480,115,75,69,63,50,28,23,20,18,10,7,2,
481,120,75,66,55,50,30,28,24,14,10,7,2,
482,120,112,88,60,35,33,16,12,4,2,,,
483,112,88,75,55,50,35,24,22,16,4,2,,
484,115,69,66,60,55,42,23,20,15,10,7,2,
485,100,88,66,60,55,40,33,25,12,4,2,,
486,75,66,63,60,55,50,30,28,20,18,12,7,2
487,120,88,63,60,55,35,22,20,18,4,2,,
488,91,84,78,75,50,42,28,20,14,4,2,,
489,120,104,90,65,45,28,21,10,4,2,,,
490,120,104,90,65,42,20,18,12,10,7,2,,
491,90,84,76,72,57,35,24,19,15,10,7,2,
492,115,112,84,69,42,23,16,12,10,7,2,,
493,95,90,76,66,55,38,35,18,14,4,2,,
494,104,90,75,65,50,45,24,20,15,4,2,,
495,120,84,66,60,55,40,30,20,14,4,2,,
496,91,84,78,76,57,48,21,19,16,4,2,,
497,115,78,69,65,60,28,26,23,14,10,7,2,
498,112,90,75,60,50,30,28,18,16,10,7,2,
499,120,84,75,60,50,40,30,20,14,4,2,,
500,117,104,90,78,40,30,26,9,4,2,,,
501,120,90,66,60,55,45,24,20,15,4,2,,
502,104,90,72,65,60,30,28,20,14,10,7,2,
503,95,90,76,72,60,38,30,24,12,4,2,,
504,80,76,66,60,57,55,28,24,19,16,14,7,2
505,112,80,78,65,60,28,26,20,18,9,7,2,
506,120,112,84,80,40,36,18,10,4,2,,,
507,112,90,72,66,55,40,21,16,14,12,7,2,
508,104,91,78,65,60,30,24,20,18,9,7,2,
509,90,84,80,78,65,48,26,18,14,4,2,,
510,104,95,76,65,60,38,30,24,12,4,2,,
511,120,112,91,78,48,30,14,12,4,2,,,
512,112,84,80,75,50,30,28,20,14,10,7,2,
513,112,90,80,66,55,30,28,18,15,10,7,2,
514,112,95,76,66,55,38,21,16,14,12,7,2,
515,117,91,72,65,60,30,24,20,18,9,7,2,
516,112,84,80,66,60,44,30,22,12,4,2,,
517,95,84,80,76,72,38,36,16,14,4,2,,
518,112,80,78,72,65,28,26,24,15,9,7,2,
519,112,84,80,76,57,30,28,19,14,10,7,2,
520,120,91,78,66,55,30,24,20,18,9,7,2,
521,84,80,75,66,55,50,40,18,16,14,12,9,2
522,120,95,76,66,55,38,30,24,12,4,2,,
523,112,90,84,66,55,45,35,16,14,4,2,,
524,115,90,80,69,60,48,23,18,15,4,2,,
525,120,90,76,72,57,30,28,19,14,10,7,2,
526,104,90,84,72,65,42,30,21,12,4,2,,
527,112,90,80,72,60,30,28,24,12,10,7,2,
528,115,90,84,69,60,35,23,18,15,10,7,2,
529,112,90,84,72,60,40,35,16,14,4,2,,
530,120,90,84,75,50,35,24,18,15,10,7,2,
531,112,75,66,60,55,50,42,18,16,14,12,9,2
532,120,104,76,65,57,30,28,19,14,10,7,2,
533,104,90,84,80,65,48,24,18,14,4,2,,
534,91,78,76,66,57,55,35,30,21,19,4,2,
535,120,95,76,72,60,38,36,20,12,4,2,,
536,112,104,84,65,60,40,35,16,14,4,2,,
537,120,90,84,72,60,42,30,21,12,4,2,,
538,112,90,84,80,60,45,28,21,12,4,2,,
539,90,85,72,66,60,55,34,30,24,17,4,2,
540,90,78,75,72,65,50,36,26,24,18,4,2,
541,91,80,78,66,60,55,30,24,20,16,12,7,2
542,90,84,72,66,60,55,35,24,20,15,12,7,2
543,90,85,75,72,60,50,34,30,24,17,4,2,
544,91,80,78,75,60,50,28,24,21,16,12,7,2
545,91,80,78,75,60,50,30,24,20,16,12,7,2
546,120,104,85,65,60,34,28,17,14,10,7,2,
547,115,91,84,78,69,36,23,18,14,10,7,2,
548,120,112,76,72,57,30,28,19,16,9,7,2,
549,91,84,78,75,60,50,36,30,21,18,4,2,
550,104,85,75,65,60,50,34,30,24,17,4,2,
551,112,78,75,65,60,50,28,26,20,16,12,7,2
552,91,80,78,76,60,57,30,24,19,16,12,7,2
553,112,104,90,72,65,30,28,18,16,9,7,2,
554,117,95,91,76,65,38,20,18,15,10,7,2,
555,112,91,84,80,78,30,28,21,12,10,7,2,
556,91,84,78,76,60,57,40,24,21,19,4,2,
557,112,95,84,80,76,38,33,22,11,4,2,,
558,112,78,76,65,60,57,28,26,19,16,12,7,2
559,117,104,90,78,60,28,26,24,14,9,7,2,
560,115,85,69,66,60,55,34,30,23,17,4,2,
561,112,104,91,78,65,35,24,18,16,9,7,2,
562,112,104,90,80,65,40,35,18,12,4,2,,
