37,20,5,4,4,4
40,10,10,5,5,5,5
43,14,7,7,7,4,4
46,20,10,10,4,2
49,7,7,7,7,7,7,7
52,10,8,8,8,8,5,5
55,14,10,7,7,7,5,5
58,10,10,10,10,10,4,4
61,20,10,8,8,5,5,5
64,8,8,8,8,8,8,8,8
67,14,8,8,8,8,7,7,7
70,14,14,7,7,7,7,7,7
73,20,8,8,8,8,8,8,5
76,20,14,8,8,7,7,7,5
79,28,8,8,7,7,7,7,7
82,10,10,10,10,10,8,8,8,8
85,14,10,10,10,10,10,7,7,7
88,20,10,10,8,8,8,8,8,8
91,20,14,10,10,8,8,7,7,7
94,40,10,10,8,8,8,5,5
97,28,14,8,8,8,8,8,8,7
100,10,10,10,10,10,10,10,10,10,10
